10000001	ちっぽけな勇気	FUNKY MONKEY BABYS	1	5	7
10000002	風になりたい	THE BOOM	2	3	5
10000003	気分上々↑↑	mihimaru GT	3	4	5
10000004	PLAY THE GAME	ロードオブメジャー	1	5	7
10000005	一色	 	2	4	7
10000006	粉雪	 	3	4	6
10000007	Love so sweet	 	2	4	6
10000008	全力少年	 	2	5	6
10000009	抱いてセニョリータ	 	2	4	6
10000010	キューティーハニー	 	3	5	6
10000011	ふがいないや	 	2	5	7
10000012	こんなに近くで...	 	2	3	5
10000013	POP STAR	 	1	4	7
10000014	天体観測	 	2	4	5
10000015	endscape	 	2	5	6
10000016	負けないで	 	3	4	5
10000017	My Love	川嶋あい	2	4	6
10000018	Good bye little girl	Mi	1	3	4
10000019	A Perfect Sky	 	3	5	7
10000020	シャナナ☆	M NMI	2	5	6
10000021	SPEED KING	 	3	6	7
10000022	Real voice	 	3	4	5
10000023	魁！ミッドナイト	RIKI	3	5	6
10000024	FREE FREE	鈴木亜美 joins 中田ヤスタカ(capsule)	3	4	6
10000025	冒険者たち	Do As Infinity	2	4	6
10000026	キスしてほしい	 	3	5	7
10000027	光のロック	 	2	4	8
10000028	BELIEVE IN LOVE	 	3	4	6
10000029	BLOOD on FIRE	AAA	3	4	6
10000030	BLUE BIRD	 	2	4	6
10000031	I my me mine	 	3	6	8
10000032	太陽の地図	 	3	4	5
10000033	PEACH	 	2	4	6
10000034	YELL 〜エール〜	 	2	5	6
10000035	rose	ANNA inspi' NANA(BLACK STONES)	1	4	7
10000036	bass 2 bass	Ryu☆	5	6	8
10000037	天国と地獄	Mutsuhiko Izumi	3	8	9
10000038	GIGA BREAK	96	6	7	10
10000039	Icicles	Jimmy Weckl	4	6	8
10000040	Jumping Boogie	Kozo Nakamura	5	7	8
10000041	Snow Goose	Mutsuhiko Izumi	5	7	8
10000042	Polaris	Mutsuhiko Izumi	2	5	8
10000043	Happy Happy	ki☆ki	2	5	8
10000044	I love マミー	荒牧陽子	4	5	8
10000045	Chance and Dice	日本少年	5	6	8
10000046	Y.M.C.A.	VILLAGE PEOPLE	2	5	7
10000047	I'M IN THE MOOD FOR DANCING	 	2	4	6
10000048	Scatman (Ski-Ba-Bop-Ba-Dop-Bop)	Scatman John	4	5	7
10000050	Kiss Kiss	Chris Brown featuring T-Pain	2	3	6
10000051	IN THE NAME OF LOVE	Y& Co.feat.Erica	6	7	9
10000052	Special One	kors k feat. Suzuyo Miyamoto	4	5	7
10000053	Sandstorm	 	2	6	8
10000062	Crosswind	Mutsuhiko Izumi	3	7	9
10000064	あいのうた	肥塚良彦	3	4	7
10000065	Evans	DJ YOSHITAKA	6	8	10
10000066	In Scottish Highlands	Thomas Howard Lichtenstein	4	7	9
10000067	SigSig	kors k	6	8	9
10000068	凛として咲く花の如く	紅色リトマス	4	7	9
10000069	TRUE?LOVE	jun feat. Schanita	3	7	9
10000070	Slang	Kozo Nakamura	4	7	9
20000001	ロボットハニー	Aira Mitsuki	1	5	8
20000002	情熱大陸	 	2	7	9
20000003	にんげんっていいな	ガガガSP	3	4	7
20000004	Musical Messenger	九州男	3	6	8
20000006	今	ET-KING	3	5	8
20000007	Kiss & Ride	中塚武	3	7	9
20000008	愛 NEED	キマグレン	2	5	7
20000009	バカサバイバー	ウルフルズ	2	6	8
20000010	Garden of Love	 	1	6	8
20000011	素直になれたら	 	1	4	6
20000012	労働 CALLING	怒髪天	3	7	8
20000013	パンキッシュ☆	mihimaru GT	1	6	8
20000014	鬼帝の剣	ALI PROJECT	4	6	8
20000015	キミ、メグル、ボク	 	1	4	6
20000016	HOT LIMIT	 	5	7	8
20000017	PROMiSE	 	2	5	7
20000018	My SunShine	 	1	4	6
20000019	明日ハレルヤ！	岡本真夜×大橋卓弥 (fromスキマスイッチ)	2	5	6
20000020	Fantasista	Dragon Ash	3	5	7
20000021	星に願いを	flumpool	2	4	7
20000022	夏祭り	 	2	6	8
20000023	ワープ	lego big morl	2	5	7
20000024	フルカラープログラム	UNISON SQUARE GARDEN	3	6	7
20000025	ちょうどいいとこにいたい	たむらぱん	2	6	9
20000026	友達に贈る歌	Sonar Pocket	4	6	7
20000027	マスタッシュ	木村カエラ	3	6	7
20000028	チャクラ	BENNIE K	3	6	8
20000029	ふりぃ	阿部真央	3	4	7
20000030	Clover	Yum!Yum!ORANGE	3	6	7
20000031	空色デイズ	 	3	6	8
20000032	Lovin' Life	 	2	5	7
20000033	more more more	capsule	3	6	8
20000034	愛をとりもどせ！！	 	2	5	7
20000037	ウィリアム・テル序曲	W.T.Orchestra	3	7	9
20000038	隅田川夏恋歌	seiya-murai feat.ALT	5	7	9
20000039	AREA 51	96	6	8	10
20000040	eyes	小野秀幸	3	7	9
20000041	STARLIT DUST/スティルに捧ぐ	Des-ROW＋ANT	4	6	8
20000042	Queen's Paradise	Nanako	4	7	8
20000043	coming true	GUHROOVY Vs. L.E.D.	5	7	9
20000044	Shining Star	Sota Fujimori feat.Nagisa	4	6	8
20000045	Good-bye Chalon	猫叉Master+	4	8	9
20000046	SWEET ANGEL	古川もとあき	4	6	9
20000047	INVISIBLE WORLD	SILKY F	2	7	8
20000048	Russian Snowy Dance	Mutsuhiko Izumi	5	8	10
20000049	恋のメリーゴーランド	森野くま子	5	7	8
20000050	ECO FIGHTER	入尾信充	3	5	8
20000051	Macuilxochitl	TOMOSUKE	7	8	10
20000053	Haru Haru	BIGBANG	2	7	8
20000055	Control	kary ng	2	5	7
20000056	Golden House	bma群星	4	6	8
20000057	GyaShan	Lollipop	2	7	8
20000100	MR.アンディ	UNISON SQUARE GARDEN	2	7	8
20000101	そらとぶひかり	COLTEM?NIKHA	2	5	8
20000102	Secret Word	GOLLBETTY	2	7	8
20000103	理由なき反抗	おとぎ話	4	5	8
20000104	A Dance & A Beer	REDEMPTION 97	3	6	8
20000105	Infinity	GIRL NEXT DOOR	2	5	8
20000106	夢見る少女じゃいられない	相川七瀬	2	5	8
20000107	LOVE YOU	Q;indivi	1	4	6
20000108	夢	鴉	3	6	7
20000109	Share The World	東方神起	3	6	7
20000110	a fact of life	FACT	3	6	7
20000111	アンビリーバボー feat.TAKUYA	mihimaru GT	1	6	8
20000112	紅空	lecca	2	5	8
20000113	Jump Pump	miray	3	5	7
20000114	歩いて帰ろう	斉藤和義	2	5	7
20000120	AIR RAID FROM THA UNDAGROUND	GUHROOVY	5	9	10
20000121	スペースカーニバル	shooting star	4	7	9
20000122	Lead Me	SHOGO	3	7	9
20000123	少年リップルズ	常盤ゆう	4	7	9
20000124	コイノチカラ	石阪久美子	3	6	8
20000125	ALBIDA	DJ YOSHITAKA	5	7	10
30000001	大都会交響楽	PIZZICATO FIVE	2	6	8
30000002	NEU!	√thumm	2	7	8
30000003	Supernova	9mm Parabellum Bullet	4	7	8
30000004	only my railgun	fripSide	3	6	8
30000005	Love Space Ship	SHANADOO	2	4	7
30000006	An imitation's superstar	VOLA & THE ORIENTAL MACHINE	3	7	8
30000007	サマータイム	DigiCut	2	6	8
30000008	paparuwa	Fantastic Plastic Machine	2	7	8
30000009	アルクアラウンド	サカナクション	4	6	8
30000010	銀河	フジファブリック	3	7	9
30000011	元気でやってるのかい?	イルリメ	3	8	9
30000012	Kick It Out	ブンブンサテライツ	3	8	10
30000013	SHINE×SHINE×SHINE×SHINE	エイプリルズ	3	6	8
30000014	B・M・W	SNAIL RAMP	3	7	8
30000015	Runner	爆風スランプ	2	4	7
30000016	スマイル一番 イイ♀	アンティック-珈琲店-	3	6	8
30000017	大迷惑	UNICORN	3	6	8
30000018	Supercalifragilisticexpialidocious	 	4	5	9
30000019	Lost Boy	SEAMO	2	7	8
30000020	Promise	NEW STRIKE ZIPPER	3	6	7
30000021	Whatever	SOULHEAD	2	6	8
30000022	lovely my girl	シュクレット	3	7	8
30000023	キラキラ☆	Mizca	2	6	8
30000024	LOVE & JOY	木村由姫	2	7	8
30000025	"Walkin',runnin',singin',fightin'"	BREMEN	1	5	8
30000026	HOT DOG	THE BAWDIES	2	5	7
30000027	じょいふる	 	1	6	8
30000028	だから一歩前へ踏み出して	Hi-Fi CAMP	2	5	7
30000029	BRANDNEW DAYS	Purple Days	2	6	8
30000030	city talk	Half-Life	3	6	8
30000031	日進月歩	Jeepta	4	7	8
30000032	HALLUCINATION	USUMAKI	3	7	8
30000033	SAMURAI GROOVE	DUFF	2	7	8
30000034	Are U Ready?	mini	3	6	8
30000035	メンドクサイ愛情	大島麻衣	2	7	8
30000036	白鳥の湖	Swan Lake Orchestra	4	7	9
30000037	Green Green Dance	Mutsuhiko Izumi	4	8	9
30000038	Ready Go!!	荒牧陽子	5	6	8
30000039	Shining Wizard	96	5	8	10
30000040	ALL MY HEART -この恋に、わたしの全てを賭ける-	SUPER HEROINE 彩香 -AYAKA-	4	8	9
30000041	Love?km	dj TAKA feat. REN	3	7	9
30000042	fellow	ピンクターボ	4	5	8
30000043	KUNG-FU MAMA	seiya-murai feat. ALT	3	7	9
30000044	さよならトリップ	Dormir	3	7	9
30000045	Far east nightbird	猫叉Master	4	7	10
30000046	Prophet Vibe	Sota Fujimori feat.Calin	4	7	9
30000047	STREET DANCER	SILKY F	3	6	8
30000048	I'm so Happy	Ryu☆	4	8	10
30000049	Shine On Me	kors k	4	8	9
30000050	Sweet Rain	Y& Co. feat. Karin	4	8	9
30000051	勝って泣こうゼッ!	T-Pistonz＋KMC	3	6	7
30000052	カーニバる？	ナオト・インティライミ	3	7	9
30000101	SOS	たむらぱん	3	7	9
30000102	タイムラグ	つしまみれ	3	6	7
30000103	LISTEN TO THE STEREO!!	GOING UNDER GROUND	3	6	8
30000104	トラヴェルマシン	ヒルクライム	4	6	8
30000105	Sunshine Girl	moumoon	1	5	8
30000106	今すぐKiss Me	JURIAN BEAT CRISIS	3	6	8
30000107	君をのせて feat.sayurina	新井大樹	2	6	8
30000108	となりのトトロ feat.sayurina	新井大樹	2	6	8
30000109	hammer ska	10-FEET	3	6	9
30000110	ニンジャマンジャパンのテーマ	ニンジャマンジャパン	2	6	7
30000111	Dough-Nuts Town's map	Plus-Tech Squeeze Box	3	6	7
30000112	MIND SHIFT	WORLD ORDER	3	6	7
30000113	Cake House (Korean.Ver)	TENSI LOVE	3	5	7
30000114	R.P.G.〜Rockin' Playing Game	SuG	4	7	9
30000115	ファンタジー	世界の終わり	3	7	8
30000116	CAT'S EYE	杏里	3	6	7
30000121	FLOWER	DJ YOSHITAKA	6	9	10
30000122	Theory of Eternity	TAG	5	8	9
30000123	Jailbreak	Kozo Nakamura	5	6	9
30000124	キルト	Des-Sana+wpt9	5	7	9
30000125	STELLAR WIND	L.E.D.	6	9	10
30000126	うらもからだも落花微塵	Nanako	4	7	9
30000127	concon	S-C-U	6	9	10
30000128	愛と勇気の三度笠ポン太	荒牧陽子	4	6	8
40000001	Love Train	Marin&Riena	3	7	8
40000002	恋のダイヤル6700	Dream5	3	6	7
40000003	Calling	紗羅マリー	4	7	8
40000004	PASSPORT	MEG	3	5	7
40000005	キャッチーを科学する	アルカラ	3	6	8
40000006	がんばれよ	TEE	3	7	8
40000007	SUPER∞STREAM	 	3	7	8
40000008	グローランプ	banbi	3	6	8
40000009	Rocknrolla!	[Champagne]	3	7	8
40000010	ヘビーローテーション	AKB48	2	5	8
40000011	きみはキョンシー RAM RIDER REMIX	シトラスラベンダー	2	6	8
40000012	come again	m-flo	4	7	8
40000013	Baroque Hoedown	 	3	8	9
40000014	CARTOON HEROES	 	2	6	7
40000015	Love at First Sight	"Fear, and Loathing in Las Vegas"	3	7	9
40000016	女々しくて	ゴールデンボンバー	4	7	8
40000017	コネクト	 	4	6	8
40000018	Diver	 	3	6	8
40000019	シャカビーチ〜Laka Laka la〜	WEAVER	2	7	8
40000020	MirrorDance	androp	2	6	8
40000021	僕らの永遠 〜何度生まれ変わっても、手を繋ぎたいだけの愛だから〜	WEAVER	2	5	7
40000022	Let's ダバダバ	 	4	7	9
40000023	フレンズ	 	2	5	7
40000024	15 Doors	moumoon	3	6	8
40000025	LOVE LOVE SHOW	THE YELLOW MONKEY	2	5	8
40000026	ダンデライオン	 	2	6	8
40000027	PRIME TIME	capsule	3	7	9
40000028	マスターピース	mihimaru GT	3	7	9
40000029	アイデンティティ	サカナクション	3	6	8
40000030	Parachute	トクマルシューゴ	4	5	8
40000031	纒	ET-KING	3	8	9
40000032	タッチ	 	1	6	7
40000033	ESCAPE	Moon Child	4	5	8
40000034	On and On	中塚武	3	7	8
40000035	GOOD LUCKY!!!!!	グッキー	2	5	8
40000036	SWEET CUBE	plazma	2	5	9
40000037	オムライス	オーロラ三人娘	2	5	8
40000038	Universe Universe	avengers in sci-fi	4	7	9
40000039	猫がニャ〜て、犬がワンッ!	neco眠る with 二階堂和美	3	6	7
40000040	maximum the hormone	マキシマム ザ ホルモン	4	7	9
40000041	防衛本脳	Daisy×Daisy	3	6	9
40000042	Real Clothes<Album Mix>	Jazztronik	3	5	8
40000044	陽炎	星野奏子	4	6	8
40000045	WONDER WALKER	L.E.D.	6	9	10
40000046	Red Goose	Mutsuhiko Izumi	6	8	10
40000047	トルコ行進曲	T.M. Orchestra	4	7	10
40000048	Starlight Parade	肥塚良彦	4	6	8
40000049	yellow head joe	S-C-U	7	10	10
40000050	Devil Fish Dumpling	96	5	7	10
40000051	アルストロメリア	TAG	5	7	9
40000052	FRIENDSHIP	PON	4	7	8
40000053	瞬	小野秀幸	5	7	9
40000054	流砂の嵐	劇団レコード	5	7	9
40000055	[E]	dj MAX STEROID	6	8	10
40000056	polygon	Sota Fujimori	4	6	9
40000057	量子の海のリントヴルム	黒猫ダンジョン	5	7	10
40000058	THIS NIGHT (jubeat EDITION)	TЁЯRA	2	5	9
40000059	electro peaceful	Mr.T	5	7	9
40000060	HEAVENLY MOON	Tatsh	5	8	10
40000101	Gravity	HaKU	4	7	8
40000102	くちばしにチェリー	EGO-WRAPPIN'	4	7	8
40000103	Heart of Gold	Alice Nine	3	6	9
40000104	CRAZY FOR YOU	 	2	6	7
40000105	this storyends	winnie	2	5	8
40000106	こどなの階段	南波志帆	3	6	8
40000107	オリオンをなぞる	UNISON SQUARE GARDEN	3	7	9
40000108	ダイナマイト	→Pia-no-jaC←	4	7	10
40000109	FIGHTERS	三代目 J Soul Brothers	3	7	9
40000110	PONPONPON	きゃりーぱみゅぱみゅ	3	5	7
40000111	やさしくなりたい	斉藤和義	4	6	9
40000112	以心伝心	Little Blue boX	2	7	8
40000113	HEKIREKI	LAST ALLIANCE	3	5	9
40000114	WAVES; Q;indivi+WISE	Q;indivi+	1	6	9
40000115	ダダパラ!!	girl next door	2	7	9
40000116	女子力←パラダイス	SUPER☆GiRLS	3	6	8
40000121	cloche	Qrispy Joybox	3	6	8
40000122	TWINKLE?HEART	jun	3	7	9
40000123	幸せのかたち	あさき	3	6	9
40000124	HEAT-BIT-HIT-BEAT	V.C.O.	5	9	10
40000125	532nm	Ryu☆	6	8	10
40000126	candii	八王子P	3	6	9
40000127	JOMANDA	DJ YOSHITAKA	7	9	10
40000128	ナナホシ	S-C-U	5	7	9
40000129	The Wind of Gold	kors k	5	8	10
40000151	Rush!!	kors k feat. 吉河順央	4	8	9
40000152	DOUBLE IMPACT	DOUBLE IMPACT	5	7	10
40000153	歌の翼	あーたん	3	7	9
40000154	Summer Holiday	達見 恵 featured by 佐野宏晃	4	7	8
40000155	逆ナンされたのにドタキャン!!	good-cool ft. すわひでお	4	8	9
40000156	800nm	Another Infinity (Ryu☆×Starving Trancer)	5	8	9
40000157	RePrise	SHOGO	4	7	9
40000158	Plum	肥塚良彦	4	7	9
40000159	Riot of Color	TAG	5	8	10
40000160	ギタ・ドラ・jubeat大夏祭りのテーマ	DNM盛り上げ隊	6	8	10
50000001	Synchrogazer	水樹奈々	3	7	9
50000002	newsong	 	4	6	7
50000003	Buddy	坂本真綾	3	6	9
50000004	MAMORE!!!	アイドリング!!!	3	6	8
50000005	ひかり	KREVA	2	5	8
50000006	a burning bullet	LAST ALLIANCE	2	6	8
50000007	風一揆	風男塾	2	6	7
50000008	新たな幕開け	新井大樹	5	8	10
50000009	Just Awake	"Fear,and Loathing in Las Vegas"	3	7	10
50000010	猛烈宇宙交響曲・第七楽章「無限の愛」	ももいろクローバーZ	4	7	8
50000011	つけまつける	きゃりーぱみゅぱみゅ	2	5	7
50000012	シンデレラ	奥華子	2	5	7
50000013	RIGHT NOW	GOOD4NOTHING	2	6	9
50000014	INFORMER	lecca	2	8	9
50000015	サブリナ	家入レオ	3	5	8
50000016	GO	オワリカラ	3	6	8
50000017	愛	OverTheDogs	3	6	8
50000018	Switch On!	土屋アンナ	3	6	9
50000019	NO WAVE≒斜陽”	0.8秒と衝撃。	4	7	8
50000020	千本桜	黒うさP	3	7	9
50000021	squall	猫叉Master+	5	7	9
